"","File","OBJECTID","NAME","SHORTNAME","degx","degy","region","T_eventSD_endcen","T_eventSD_historic","T_eventSD_midcen","pH_eventSD_endcen","pH_eventSD_historic","pH_eventSD_midcen","DO_eventSD_endcen","DO_eventSD_historic","DO_eventSD_midcen","T_seasonalSD_endcen","T_seasonalSD_historic","T_seasonalSD_midcen","pH_seasonalSD_endcen","pH_seasonalSD_historic","pH_seasonalSD_midcen","DO_seasonalSD_endcen","DO_seasonalSD_historic","DO_seasonalSD_midcen","Temp_mean_endcen","Temp_mean_historic","Temp_mean_midcen","Temp_low10_endcen","Temp_low10_historic","Temp_low10_midcen","Temp_high10_endcen","Temp_high10_historic","Temp_high10_midcen","DO_mean_endcen","DO_mean_historic","DO_mean_midcen","DO_low10_endcen","DO_low10_historic","DO_low10_midcen","DO_high10_endcen","DO_high10_historic","DO_high10_midcen","pH_mean_endcen","pH_mean_historic","pH_mean_midcen","pH_low10_endcen","pH_low10_historic","pH_low10_midcen","pH_high10_endcen","pH_high10_historic","pH_high10_midcen"
"11","tphdo_mpa_108",108,"Southeast Farallon Island SMR","Southeast Farallon Island",-123.01273,37.69232,"norca",1.09076948887689,0.911410743384138,0.99800727962769,0.0557481038415471,0.0491864226978703,0.0528952161732685,0.575780043111699,0.529415826401099,0.57688557632769,0.997805897566684,1.05938709770272,1.07009652368304,0.0458498200085643,0.0511314687602022,0.0570547622056792,0.453718225155092,0.543714226515879,0.563824114326064,16.0597648902821,13.5423653250774,14.2255070202808,13.91,11.76,12.29,17.93,15.255,16.25,6.71537951178683,6.95436458854489,6.79236181354134,5.867619956,6.18536804,5.86857992,7.495078924,7.68931164,7.65091308,7.59940282131661,7.86931269349845,7.74839469578783,7.5227,7.793,7.66,7.6763,7.939,7.833
"12","tphdo_mpa_109",109,"Southeast Farallon Island Special Closure","Southeast Farallon Island",-123.003495,37.698785,"norca",1.09930952382197,0.871876669296366,0.930515966155341,0.0587500712874456,0.0486512043997649,0.05035422340146,0.597048503687765,0.548441536860146,0.564321565684382,0.997805897566684,1.05938709770272,1.07009652368304,0.0458498200085643,0.0511314687602022,0.0570547622056792,0.453718225155092,0.543714226515879,0.563824114326064,15.989015625,13.5108307453416,14.2648291925466,13.9,11.8,12.393,17.921,15.187,16.167,6.68224940625,6.95457646068323,6.79619233819876,5.82058172,6.167128724,5.829861372,7.485159296,7.712030788,7.58691548,7.5976203125,7.86789596273292,7.75084472049689,7.517,7.79,7.6622,7.683,7.937,7.8277
"13","tphdo_mpa_11",11,"Big Creek SMCA","Big Creek",-121.67245,36.10374,"centralca",1.19809273944377,0.965681976252736,1.05990464438954,0.0684908784641263,0.0545863118971507,0.0620993290720986,0.777613122184321,0.74555130576064,0.766134961546488,0.87098748044644,1.07590460201618,1.00854970063577,0.0514642133177599,0.0489015191204233,0.0573949052403059,0.568965358244982,0.578552182010176,0.650867659323507,16.402421875,14.0773271889401,14.7967912772586,14.429,12.3,12.892,18.54,15.85,16.79,6.523845346625,6.70414674175115,6.56772379457944,5.154366704,5.43339624,5.20940464,7.69731134,7.84930564,7.804827308,7.5926640625,7.87299846390169,7.74982866043614,7.487,7.777,7.642,7.6912,7.955,7.844
"14","tphdo_mpa_110",110,"Southwest Seal Rock Special Closure","Southwest Seal Rock",-124.35195,41.81366,"norca",1.02365581351275,0.862623348363628,0.913395157512218,0.0745647509675383,0.0748178423862516,0.0716339198765828,0.950860119703361,0.859386766043,0.841200273143649,0.913998807777312,0.897064424194645,0.997323803016029,0.124975239750417,0.13091541953414,0.133397536270885,1.38276400347916,1.47705957755825,1.46036199911118,13.4650860719875,10.937246130031,11.7393823529412,11.67,9.4775,10.26,15.07,12.43,13.225,5.10158671149296,5.57233839789474,5.32955220860062,3.628023944,4.14864442,4.01424946,6.78054572,7.43812106,7.03013636,7.46827856025039,7.75052631578947,7.62793188854489,7.362,7.64,7.52,7.602,7.92,7.7735
"15","tphdo_mpa_111",111,"Steamboat Rock Special Closure","Steamboat Rock",-124.40406,40.41533,"norca",1.26517879673494,0.998976547713191,1.06000661556118,0.0887410668619606,0.0796427440511328,0.0835292773571162,1.2464315233361,1.20354881157681,1.20905099264065,0.969383451204215,0.963691005609148,1.10768278834498,0.115505147454095,0.123836575245588,0.125759735464835,1.34857529657689,1.47787843830442,1.43542153896152,13.5570846394984,11.0391410852713,11.8029190031153,11.567,9.3206,10.051,15.366,12.74,13.698,4.43937157374922,4.76888435392868,4.76774294748287,3.0634691156,3.3758734,3.284036844,6.460237732,6.657670328,6.767426212,7.41695454545455,7.69747596899225,7.58457009345794,7.325,7.612,7.486,7.5496,7.818,7.7318
"16","tphdo_mpa_112",112,"Stewarts Point SMCA","Stewarts Point",-123.39402,38.63467,"norca",1.13044184330752,0.969949648288188,1.01798184188077,0.082407950744495,0.0702856725404148,0.073720920085054,1.05989650054503,1.01309410371406,1.03005372994327,1.03233215750565,1.08300842731289,1.16925662080612,0.0950107405145086,0.0949185090033216,0.104614120690142,1.16006552810699,1.22043575316256,1.26294938948119,14.5486677115987,12.1333653250774,12.8762293291732,12.321,10.1,10.78,16.466,14.115,15,4.87628960877116,5.07907887724458,5.03121575291108,3.3438746,3.62706398,3.45267052,6.573513484,6.75654662,6.70054872,7.45406426332288,7.72810835913313,7.61229173166927,7.3467,7.625,7.5,7.5896,7.8545,7.742
"17","tphdo_mpa_113",113,"Stewarts Point SMR","Stewarts Point",-123.43201,38.63444,"norca",1.10317428010526,0.928769641884682,1.04526398840294,0.0711245854019657,0.0638349768854159,0.065397096475127,0.869684572760842,0.84012093033152,0.859167562975936,1.00360302779367,1.0549013352351,1.13950371722526,0.0917198968978672,0.0922910447154797,0.101343764237793,1.08854639249565,1.13950556530707,1.17969338990355,14.4758268330733,12.1387581395349,12.8676327160494,12.32,10.274,10.774,16.33,13.892,15.03,4.99705091869579,5.31652372365891,5.19606291811111,3.57746584,4.033128752,3.802737392,6.37736084,6.644230832,6.612872008,7.4629391575663,7.74125736434109,7.6202299382716,7.362,7.641,7.513,7.579,7.8526,7.733
"18","tphdo_mpa_114",114,"Sugarloaf Island Special Closure","Sugarloaf Island",-124.41384,40.43871,"norca",1.11807631736071,0.904088221216775,0.996142681073638,0.0779003208164527,0.06704954452938,0.0730492001439671,1.05526554285923,0.93531741353331,1.00672098157668,0.957870533316046,0.94554962793032,1.09130334966263,0.121086567686881,0.12821005409489,0.130416281140993,1.40271934241759,1.5276739282779,1.48324623138168,13.5307523510972,11.0448049155146,11.823979655712,11.74,9.523,10.1,15.32,12.64,13.54,4.43340113934169,4.81054967442704,4.78783422100156,3.102603648,3.59026536,3.422591648,6.211287068,6.3837606,6.50855592,7.41636520376176,7.69886021505376,7.58791705790297,7.326,7.618,7.4928,7.542,7.807,7.718
"19","tphdo_mpa_115",115,"Swami's SMCA","Swami's",-117.3199,33.02394,"socal",1.01037322012768,0.883037295890593,1.05761644087781,0.0323610656461285,0.0180460149412842,0.0243467162460794,0.236566896853431,0.210941299769574,0.21552531076815,1.05309037354336,1.52264081273292,1.29462233732311,0.00910587387346166,0.00943958195229003,0.00920919875253643,0.150339427663204,0.21578472068417,0.156123411916077,19.9921684867395,17.7298617511521,18.4313707165109,18.45,16.06,16.651,21.57,19.22,20.09,8.05997355868955,8.28743851815668,8.19169778423676,7.83010636,7.96130144,7.897943816,8.3356874,8.58527804,8.440963452,7.72986115444618,7.99431950844854,7.88550778816199,7.692,7.974,7.8531,7.77,8.015,7.918
"20","tphdo_mpa_116",116,"Ten Mile Beach SMCA","Ten Mile Beach",-123.80446,39.54846,"norca",1.12893604729891,1.01839797084621,1.12045007596915,0.0844203110294883,0.0774702339802485,0.0795261275306662,1.13094346104336,1.14993971644408,1.08771665748541,0.9702448810159,0.994111972753174,1.08548761817274,0.0921282238234088,0.097772387415046,0.100141133494705,1.07261027325936,1.14201371049185,1.12678555216677,14.3433903576983,11.80476875,12.6104867807154,12.072,9.7495,10.676,16.288,13.681,14.72,4.99297928813686,5.33063359374375,5.27968206670606,3.38227316,3.74865942,3.792497776,6.67494968,7.02053672,6.977658328,7.45943545878694,7.7361671875,7.62521150855365,7.3484,7.631,7.511,7.5908,7.863,7.751
"21","tphdo_mpa_117",117,"Ten Mile SMR","Ten Mile",-123.8132,39.57645,"norca",1.10561172339463,0.998838287009712,1.00554504686801,0.0756895200720931,0.0724459231819389,0.0698804306763642,0.987879487983377,1.0074893107036,0.940267714743534,0.948126518597732,0.970167150441824,1.06193512491384,0.0933538388351207,0.0992291469077533,0.101597724356129,1.08474051941989,1.16254972301299,1.14228743156972,14.2426370716511,11.8003161189358,12.4945133437991,12.131,9.886,10.64,16.029,13.562,14.47,5.0214346174891,5.33931425959937,5.30648055995604,3.588345432,3.9678512,3.948011944,6.45095808,6.826623992,6.736387376,7.46190654205607,7.7362269170579,7.62516326530612,7.36,7.642,7.523,7.5756,7.854,7.737
"22","tphdo_mpa_118",118,"Van Damme SMCA","Van Damme",-123.7926,39.27213,"norca",1.10531738032173,1.02436557994058,1.05380624731379,0.0742432469737112,0.0750626395672084,0.0756699086924161,1.00529639473766,1.08000136822113,1.04522654709981,0.974024988141788,1.01428094145221,1.11485812356921,0.0948852832793089,0.0988088911343861,0.103167752865714,1.12609418575808,1.18679385614275,1.19721248511002,14.1118302180685,11.7166609375,12.4353208722741,12.061,9.8,10.402,16.018,13.524,14.548,4.79542141105919,5.108770413925,5.04132321743302,3.35027436,3.698741292,3.52306788,6.334802436,6.832063788,6.63335124,7.44769314641745,7.72528125,7.61113707165109,7.343,7.627,7.5041,7.565,7.8561,7.7319
"23","tphdo_mpa_119",119,"Vandenberg SMR","Vandenberg",-120.64231,34.66338,"socal",1.25263051518103,1.08050044525847,1.18574907227674,0.0632984944502478,0.0459598127654174,0.0556730711089302,0.677042294285083,0.611880404869954,0.665129777018194,0.795744901909662,1.15018094300382,0.964391540290311,0.0246864809930556,0.0294334701650703,0.0308686572920951,0.263434609175322,0.338544796754966,0.331146175668909,17.2102959501558,15.0696400625978,15.6836520376176,15.282,13.176,13.84,19.07,16.872,17.573,7.00142217202492,7.30430948970266,7.12464316068966,5.945697028,6.274324704,6.100251232,7.836186132,8.154574192,8.007059724,7.63814330218069,7.91721283255086,7.7988605015674,7.551,7.8438,7.712,7.716,7.978,7.871
"24","tphdo_mpa_12",12,"Big Creek SMR","Big Creek",-121.63611,36.07068,"centralca",1.22501379093804,0.956604371153761,1.07665999108901,0.0710883530359199,0.0556358528978576,0.0627234062231565,0.837378915615833,0.750110875819641,0.788697526822556,0.87500991869156,1.08298207487163,1.01244523641654,0.0504995262265448,0.0481327840586407,0.0563379544219527,0.557511731744391,0.566257395673985,0.637279594353434,16.4249766718507,14.0510869565217,14.7849921752739,14.552,12.176,12.748,18.208,15.86,16.812,6.58086922681182,6.69442224167702,6.56547772901408,5.204284832,5.429876372,5.122367904,7.755869144,7.828186432,7.84610576,7.59814307931571,7.87170031055901,7.75197496087637,7.482,7.77,7.6348,7.6948,7.953,7.8532
